Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
M,22877,MLXIP,GO:0005488,molecular_function,binding,,12,48,20506,223370,0.00383077731385888,0.0057461659707883205,5.159222434263645,1,52,0,0
D,1654,DDX3X,GO:0005840,cellular_component,ribosome,,2,153,145,243636,0.004052276994190525,0.005751618959496228,5.1582739056296845,5,3,1,0
P,5420,PODXL,GO:0030335,biological_process,positive regulation of cell migration,,1,218,3,243714,0.0035862947666554417,0.005759806746446619,5.156851355801312,6,22,0,1
C,762,CA4,GO:0005802,cellular_component,trans-Golgi network,,1,16,45,243874,0.003201032083308071,0.005761857749954528,5.156495330240905,4,1,0,1
P,5729,PTGDR,GO:0016049,biological_process,cell growth,,28,494,7289,236125,0.004182559450180323,0.00576263746469289,5.156360015899578,2,6,0,0
M,79812,MMRN2,GO:0001525,biological_process,angiogenesis,,6,40,7729,236161,0.0032018524914580594,0.005763334484624507,5.15623906819373,3,5,0,0
T,7157,TP53,GO:0007612,biological_process,learning,,7,5209,89,238631,0.004640614732954574,0.005770352402025912,5.155022125452615,3,5,0,0
C,967,CD63,GO:0005771,cellular_component,multivesicular body,,1,89,11,243835,0.004418517100141065,0.005778060823261392,5.153687150295439,9,1,1,0
S,6774,STAT3,GO:0022900,biological_process,electron transport chain,,5,4964,47,238920,0.004111164411694836,0.005783502477469006,5.152745814860446,4,2,0,0
M,25902,MTHFD1L,GO:0005829,cellular_component,cytosol,,1,1,707,243227,0.005796389193071233,0.005796389193071233,5.1505201082150505,2,1,0,1
T,8740,TNFSF14,GO:0001775,biological_process,cell activation,,1,2,353,243580,0.0043473038518245626,0.005796405135766083,5.150517357766039,2,14,1,0
S,23410,SIRT3,GO:0023052,biological_process,signaling,,7,89,44329,199511,0.0034098335771595373,0.005796717081171214,5.150463542167554,1,6,0,0
T,56649,TMPRSS4,GO:0016477,biological_process,cell migration,,7,77,5989,237863,0.004709942964758165,0.005796852879702357,5.1504401156420565,3,34,0,0
T,7057,THBS1,GO:0050817,biological_process,coagulation,,3,182,390,243361,0.003468627332302128,0.005800980193677696,5.149728376798523,2,2,1,0
E,1956,EGFR,GO:0005874,cellular_component,microtubule,,9,9053,570,234304,0.003901121873919619,0.005806320928624549,5.148808139567237,6,7,0,0
C,929,CD14,GO:0040007,biological_process,growth,,5,69,46127,197735,0.004576178247524018,0.005808226237242023,5.148480049525093,1,10,0,0
F,2260,FGFR1,GO:0016049,biological_process,cell growth,,18,269,7299,236350,0.004484822486788753,0.005813658779170606,5.14754516808089,2,6,0,0
U,3093,UBE2K,GO:0005515,molecular_function,protein binding,,1,5,113,243817,0.0028007688381292213,0.005816981433037613,5.1469738059036105,2,110,0,10
S,6513,SLC2A1,GO:0005488,molecular_function,binding,,12,287,20506,223131,0.004566303650921393,0.005819798770782167,5.146489593303517,1,52,0,0
I,3554,IL1R1,GO:0046903,biological_process,secretion,,7,87,5195,238647,0.004074141318051271,0.0058202018829303865,5.146420330051672,4,10,0,0
D,93099,DMKN,GO:0023052,biological_process,signaling,,11,16,44325,199584,0.005240051161908157,0.0058222790687868405,5.146063501316094,1,6,0,0
T,9168,TMSB10,GO:0016310,biological_process,phosphorylation,,6,17,17076,226837,0.004205000808830971,0.0058223088122275,5.146058392772801,5,8,0,0
A,6868,ADAM17,GO:0005886,cellular_component,plasma membrane,,4,98,1583,242251,0.0045790363037716865,0.005827864386618511,5.145104660202941,3,3,0,1
N,5540,NPY4R,GO:0023052,biological_process,signaling,,5,75,44331,199525,0.00340059662311527,0.005829594211054749,5.144807884634846,1,6,0,0
N,9972,NUP153,GO:0005635,cellular_component,nuclear envelope,,1,18,49,243868,0.0038874313265671334,0.0058311469898507,5.144541558716385,4,1,1,0
A,221120,ALKBH3,GO:0070989,biological_process,oxidative demethylation,,1,113,5,243817,0.0028007688372096735,0.005834935077520153,5.143892139694522,3,2,1,0
Z,22882,ZHX2,GO:0016020,cellular_component,membrane,,16,1121,6648,236151,0.004454595719787752,0.005842092747262626,5.14266619919899,2,16,0,0
E,1950,EGF,GO:0006897,biological_process,endocytosis,,13,2183,608,241132,0.004809738590183383,0.00584781166720138,5.141687761704167,3,8,1,0
P,100506649,PXN-AS1,GO:0005488,molecular_function,binding,,7,20,20511,223398,0.005850254198369013,0.005850254198369013,5.141270165969762,1,52,0,0
C,1514,CTSL,GO:0001525,biological_process,angiogenesis,,7,58,7728,236143,0.0044857644844422855,0.005850997153620373,5.141143178653618,3,5,0,0
E,26298,EHF,GO:0005488,molecular_function,binding,,8,24,20510,223394,0.004181414870907936,0.005853980819271109,5.140633367234533,1,52,0,0
C,7373,COL14A1,GO:0003723,molecular_function,RNA binding,,1,1,219,243715,0.001802942117297713,0.005859561881217568,5.139680442485549,4,32,1,1
M,26509,MYOF,GO:0070062,cellular_component,extracellular exosome,,1,164,4,243767,0.0033774901154233704,0.00586093872970526,5.139445495440242,6,1,0,3
S,10512,SEMA3C,GO:0040007,biological_process,growth,,13,19,46119,197785,0.004888488645811227,0.005866186374973473,5.138550536859749,1,10,1,0
S,5270,SERPINE2,GO:0030334,biological_process,regulation of cell migration,,1,22,26,243887,0.0025427670988326444,0.005867924074229179,5.1382543577371935,5,27,0,1
I,90865,IL33,GO:0010467,biological_process,gene expression,,5,29,8022,235880,0.004836405429904926,0.005872778022027411,5.137427499507594,4,4,0,0
L,3920,LAMP2,GO:0005886,cellular_component,plasma membrane,,4,87,1583,242262,0.003045951135701419,0.005874334333138451,5.137162530369121,3,3,0,1
S,79723,SUV39H2,GO:0032259,biological_process,methylation,,2,2,5478,238454,0.002937605114118088,0.005875210228236176,5.137013436062568,2,1,1,0
D,8847,DLEU2,GO:0005488,molecular_function,binding,,5,9,20513,223409,0.004407633069502597,0.0058768440926701285,5.136735380090418,1,52,0,0
Z,6935,ZEB1,GO:0005634,cellular_component,nucleus,,22,759,3562,239593,0.004131053097624463,0.005878806331234813,5.136401542571922,5,11,0,3
D,1718,DHCR24,GO:0016485,biological_process,protein processing,,1,32,29,243874,0.004050730958916151,0.005891972303878038,5.134164481024499,5,14,1,0
A,514,ATP5F1E,GO:0006119,biological_process,oxidative phosphorylation,,1,2,383,243550,0.004715139215400242,0.005893924019250303,5.133833285952593,3,1,1,0
S,6855,SYP,GO:0012506,cellular_component,vesicle membrane,,1,143,5,243787,0.0035367257943738945,0.005894542990623158,5.133728272913509,4,10,1,0
K,23028,KDM1A,GO:0003723,molecular_function,RNA binding,,2,100,218,243616,0.003930228329060352,0.005895342493590528,5.133592647682939,4,32,1,0
K,3783,KCNN4,GO:0005516,molecular_function,calmodulin binding,,1,62,12,243861,0.0033523226284719763,0.005906473202545863,5.131706376529044,3,1,1,1
P,10611,PDLIM5,GO:0003779,molecular_function,actin binding,,1,31,38,243866,0.005103761531621348,0.00590961861556156,5.131173981700294,4,2,1,1
P,112476,PRRT2,GO:0016301,molecular_function,kinase activity,,7,409,1170,242350,0.004463570721394768,0.005922814995696904,5.128943437073507,4,133,0,0
R,51560,RAB6B,GO:0005794,cellular_component,Golgi apparatus,,1,6,114,243815,0.0032954227771594753,0.005931760998887056,5.127434145658536,5,1,1,1
R,5879,RAC1,GO:0016020,cellular_component,membrane,,40,872,6624,236400,0.0041134794920103844,0.00593590711505296,5.126735420973151,2,16,0,0
A,207,AKT1,GO:0014889,biological_process,muscle atrophy,,6,10963,29,232938,0.004351620567178223,0.005937544507216509,5.126459613697218,3,2,0,0
B,655,BMP7,GO:0023052,biological_process,signaling,,11,16,44325,199584,0.005240051161908157,0.0059387246501625785,5.1262608740199145,1,6,0,0
F,2266,FGG,GO:0030168,biological_process,platelet activation,,1,10,87,243838,0.003961185011878651,0.0059417775178179765,5.125746944948664,3,1,1,0
M,693200,MIR615,GO:0040007,biological_process,growth,,10,13,46122,197791,0.005942477847393194,0.005942477847393194,5.125629086563008,1,10,0,0
A,405,ARNT,GO:0005488,molecular_function,binding,,10,36,20508,223382,0.004291873149605964,0.005942593591762103,5.125609609293645,1,52,0,0
M,4321,MMP12,GO:0010467,biological_process,gene expression,,7,56,8020,235853,0.004602599501233761,0.005945024355760275,5.125200651999966,4,4,0,0
M,100126328,MIR940,GO:0040007,biological_process,growth,,6,4,46126,197800,0.004757121159945038,0.0059464014499312975,5.124969040719758,1,10,0,0
P,5111,PCNA,GO:0005102,molecular_function,signaling receptor binding,,1,564,1,243370,0.0046270073644226655,0.005949009468543427,5.124530549158299,3,56,1,0
T,7155,TOP2B,GO:0000785,cellular_component,chromatin,,2,11,2032,241891,0.005099434286144771,0.005949340000502232,5.124474989862492,2,5,1,0
P,3651,PDX1,GO:0060290,biological_process,transdifferentiation,,3,444,176,243313,0.00452561642042038,0.005950347515737907,5.124305655123792,4,1,1,0
H,3091,HIF1A,GO:0005886,cellular_component,plasma membrane,,5,2356,1582,239993,0.004234619982347409,0.005954934350176045,5.123535100555365,3,3,0,0
D,10671,DCTN6,GO:0000278,biological_process,mitotic cell cycle,,1,65,16,243854,0.004589774979762004,0.005966707473690605,5.121560015660902,3,5,1,0
C,920,CD4,GO:0001525,biological_process,angiogenesis,,7,569,7728,235632,0.004029009299144147,0.005971567354088646,5.120745847661487,3,5,0,0
C,983,CDK1,GO:0006260,biological_process,DNA replication,,6,623,573,242734,0.004237981125151651,0.005971700676350054,5.120723521735103,5,2,1,1
N,1728,NQO1,GO:0051179,biological_process,localization,,10,171,4927,238828,0.004071888470919955,0.0059721030906826015,5.120656137116175,1,10,0,0
C,7852,CXCR4,GO:1990868,biological_process,response to chemokine,,1,1147,0,242788,0.00470615243307032,0.0059752272464825415,5.120133149003687,5,1,1,0
T,7015,TERT,GO:0097747,molecular_function,RNA polymerase activity,,1,516,1,243418,0.004234333517400223,0.0059832973615437934,5.1187834647322825,3,2,1,0
R,117177,RAB3IP,GO:0006887,biological_process,exocytosis,,1,4,233,243698,0.004787186069218007,0.005983982586522508,5.11866894832046,3,4,1,1
S,23446,SLC44A1,GO:0016020,cellular_component,membrane,,4,18,6660,237254,0.0027443656276862614,0.005987706824042752,5.118046774204066,2,16,0,1
U,29128,UHRF1,GO:0007049,biological_process,cell cycle,,7,50,8758,235121,0.004227620187700066,0.00598912859924176,5.117809353357,2,2,1,0
M,55588,MED29,GO:0010467,biological_process,gene expression,,6,41,8021,235868,0.004279297712079306,0.005991016796911028,5.117494132193572,4,4,0,0
C,1385,CREB1,GO:0007179,biological_process,transforming growth factor beta receptor signaling pathway,,1,326,2,243607,0.0040161745404873935,0.005991342347284472,5.117439793916843,6,7,1,0
X,7494,XBP1,GO:0001816,biological_process,cytokine production,,2,73,267,243594,0.003188094486817153,0.005993617635216247,5.117060103377629,2,54,1,0
V,27183,VPS4A,GO:0005768,cellular_component,endosome,,1,14,79,243842,0.004908186446185018,0.005998894545337244,5.116180069172598,7,8,1,1
A,103,ADAR,GO:0003723,molecular_function,RNA binding,,1,4,219,243712,0.004501289876688336,0.006001719835584448,5.115709211563193,4,32,1,2
W,54361,WNT4,GO:0023052,biological_process,signaling,,5,2,44331,199598,0.003001203511726006,0.006002407023452012,5.115594719626148,1,6,0,0
A,51606,ATP6V1H,GO:0023052,biological_process,signaling,,5,2,44331,199598,0.003001203511726006,0.006002407023452012,5.115594719626148,1,6,0,0
P,5829,PXN,GO:0007155,biological_process,cell adhesion,,7,212,2220,241497,0.0042877915137306925,0.0060029081192229695,5.115511240639499,2,7,0,1
M,346389,MACC1,GO:0008083,molecular_function,growth factor activity,,1,74,10,243851,0.003376909373320926,0.006003394441459423,5.115430229481524,3,1,1,0
D,1736,DKC1,GO:0003723,molecular_function,RNA binding,,1,3,219,243713,0.003602648383299948,0.00600441397216658,5.115260418192988,4,32,1,3
T,29110,TBK1,GO:0032606,biological_process,type I interferon production,,1,197,4,243734,0.00405189169362395,0.006012484448603281,5.113917230064492,3,7,1,0
M,4282,MIF,GO:0045087,biological_process,innate immune response,,2,389,62,243483,0.004837875342765661,0.006017844938562163,5.11302606738039,4,14,1,0
E,7430,EZR,GO:0007049,biological_process,cell cycle,,2,283,8763,234888,0.0036886790882540883,0.006018371143993513,5.112938630360636,2,2,1,0
R,6128,RPL6,GO:0005840,cellular_component,ribosome,,1,4,146,243785,0.0030094807578672973,0.0060189615157345945,5.112840540234154,5,3,1,0
B,8678,BECN1,GO:0016020,cellular_component,membrane,,6,604,6658,236668,0.004060725584872417,0.006029562232083286,5.111080869206242,2,16,0,0
C,1027,CDKN1B,GO:0016049,biological_process,cell growth,,32,594,7285,236025,0.0044254984778137624,0.006034770651564221,5.1102174282095865,2,6,1,0
S,55209,SETD5,GO:0042054,molecular_function,histone methyltransferase activity,,1,60,13,243862,0.003495326464076328,0.006037382074313658,5.109784792398979,4,3,1,0
T,8797,TNFRSF10A,GO:0097191,biological_process,extrinsic apoptotic signaling pathway,,1,218,3,243714,0.0035862947666554417,0.006040075396472323,5.1093387842536675,4,4,1,1
M,8932,MBD2,GO:0003682,molecular_function,chromatin binding,,1,40,19,243876,0.0033563058945575404,0.006041350610203573,5.109127681071762,2,4,1,0
A,337,APOA4,GO:0055088,biological_process,lipid homeostasis,,1,15,41,243879,0.002751350915295259,0.0060529720136495695,5.107205885633652,5,8,1,1
O,4999,ORC2,GO:0000785,cellular_component,chromatin,,3,33,2031,241869,0.0033660452781724,0.00605888150071032,5.106230066776089,2,5,1,0
T,25851,TECPR1,GO:0005776,cellular_component,autophagosome,,1,1,295,243639,0.002425398612805659,0.006063496532014148,5.1054686598121535,6,2,1,0
P,256297,PTF1A,GO:0040007,biological_process,growth,,31,71,46101,197733,0.0050535683516374965,0.006064282021964996,5.105339124143531,1,10,0,0
M,407018,MIR27A,GO:0101023,biological_process,vascular endothelial cell proliferation,,1,167,6,243762,0.00481104649587627,0.006066102103496167,5.105039037761104,5,1,1,0
N,4843,NOS2,GO:0034097,biological_process,response to cytokine,,1,158,7,243770,0.005202676473922534,0.006069789219576289,5.104431399459901,4,30,1,0
C,11261,CHP1,GO:0040007,biological_process,growth,,7,6,46125,197798,0.005062619842416328,0.006075143810899593,5.1035496174596515,1,10,0,0
V,7428,VHL,GO:0032259,biological_process,methylation,,13,236,5467,238220,0.004563364242647117,0.006084485656862823,5.102013082514082,2,1,0,0
P,5329,PLAUR,GO:0003677,molecular_function,DNA binding,,5,299,848,242784,0.004593421236341667,0.0060862831381527085,5.101717705725117,4,15,0,0
C,1048,CEACAM5,GO:0070062,cellular_component,extracellular exosome,,1,215,4,243716,0.004419593188896097,0.006087364203573869,5.101540098243373,6,1,0,2
L,8549,LGR5,GO:0010467,biological_process,gene expression,,8,70,8019,235839,0.004153463388586503,0.006091746303260204,5.100820489061245,4,4,0,0
C,4680,CEACAM6,GO:0016020,cellular_component,membrane,,15,233,6649,237039,0.004769380020882563,0.006094207804461053,5.1004164991540835,2,16,0,0
K,3853,KRT6A,GO:0008219,biological_process,cell death,,10,156,5622,238148,0.005498698843662102,0.006098556899334331,5.099703109670504,2,4,0,0
A,9429,ABCG2,GO:0001171,biological_process,reverse transcription,,5,267,952,242712,0.004659339092936652,0.006101515478845616,5.099218099503749,7,1,0,0
N,4907,NT5E,GO:0007049,biological_process,cell cycle,,12,126,8753,235045,0.0042865860061168624,0.006105137645075531,5.098624625387714,2,2,0,0
R,29127,RACGAP1,GO:0000910,biological_process,cytokinesis,,1,5,186,243744,0.004590808055520818,0.00612107740736109,5.096017150997922,3,4,1,0
S,6778,STAT6,GO:0005488,molecular_function,binding,,12,50,20506,223368,0.005057866226350961,0.006122680168740636,5.095755342255183,1,52,0,0
S,23411,SIRT1,GO:0016575,biological_process,histone deacetylation,,2,357,69,243508,0.005019046388478078,0.006124937965600366,5.095386650667882,7,3,1,4
K,285643,KIF4B,GO:0000910,biological_process,cytokinesis,,1,3,186,243746,0.0030628726768338207,0.006125745353667641,5.095254839560305,3,4,1,0
C,6376,CX3CL1,GO:0048246,biological_process,macrophage chemotaxis,,1,120,8,243807,0.004455511167231405,0.006126327854943182,5.095159753403691,4,1,1,0
C,51727,CMPK1,GO:0005634,cellular_component,nucleus,,3,20,3581,240332,0.004504657457845613,0.006142714715244016,5.092488498503194,5,11,0,1
M,406921,MIR132,GO:0005488,molecular_function,binding,,15,70,20503,223348,0.005221337344299301,0.006142749816822707,5.092482784176544,1,52,0,0
F,2263,FGFR2,GO:0007165,biological_process,signal transduction,,6,269,1382,242279,0.005251504749033312,0.006148103120819487,5.091611680378874,2,41,0,0
E,2146,EZH2,GO:0009293,biological_process,transduction,,9,760,940,242227,0.0035968473633308943,0.006157314977905429,5.090114476670259,4,1,0,0
M,100302203,MIR1271,GO:0005488,molecular_function,binding,,5,10,20513,223408,0.006157641402922038,0.006157641402922038,5.090061463893503,1,52,0,0
S,160728,SLC5A8,GO:0005737,cellular_component,cytoplasm,,5,70,3270,240591,0.003450302257092571,0.006161254030522448,5.0894749457720545,2,5,0,0
M,4513,MT-CO2,GO:0001171,biological_process,reverse transcription,,6,391,951,242588,0.005171115654369081,0.0061613292903120965,5.0894627308350255,7,1,0,0
A,8754,ADAM9,GO:0005925,cellular_component,focal adhesion,,4,103,1323,242506,0.002886982492899374,0.006172169467577972,5.087704887376323,5,1,0,1
P,5052,PRDX1,GO:0040007,biological_process,growth,,5,69,46127,197735,0.004576178247524018,0.006177840634157424,5.086786480519753,1,10,0,0
I,3684,ITGAM,GO:0001775,biological_process,cell activation,,3,219,351,243363,0.004311239843638652,0.0061794437758820675,5.08652701546571,2,14,1,0
M,406988,MIR205,GO:0016477,biological_process,cell migration,,8,101,5988,237839,0.005621834218568071,0.006184017640424878,5.085787115109739,3,34,0,0
K,84787,KMT5C,GO:0016571,biological_process,histone methylation,,1,7,125,243803,0.004124827734019307,0.0061872416010289605,5.085265913409227,5,3,1,0
T,7161,TP73,GO:0002039,molecular_function,p53 binding,,2,265,80,243589,0.0037413419599289987,0.006187604010651806,5.085207341426299,3,1,1,1
K,9314,KLF4,GO:0001171,biological_process,reverse transcription,,5,262,952,242717,0.004311452110701893,0.006192813031735447,5.0843658477394245,7,1,0,0
C,128866,CHMP4B,GO:0031982,cellular_component,vesicle,,1,4,172,243759,0.00354101494547889,0.006196776154588057,5.083726097231449,4,2,0,1
K,3757,KCNH2,GO:0016477,biological_process,cell migration,,7,77,5989,237863,0.004709942964758165,0.0061972933746817956,5.083642634718541,3,34,0,0
G,2719,GPC3,GO:0007369,biological_process,gastrulation,,1,69,15,243851,0.004581640452812182,0.006198690024392953,5.0834172956434385,4,2,1,0
E,2100,ESR2,GO:0007165,biological_process,signal transduction,,3,56,1385,242492,0.004714596929178692,0.0062034170120772265,5.082655007767794,2,41,0,2
M,94025,MUC16,GO:0046903,biological_process,secretion,,21,480,5181,238254,0.00446087757374537,0.006210241328155319,5.08155552257519,4,10,0,0
G,2623,GATA1,GO:0008134,molecular_function,transcription factor binding,,1,12,84,243839,0.004520529070028629,0.006215727471289365,5.080672509978094,3,3,1,0
P,400961,PAIP2B,GO:0005515,molecular_function,protein binding,,1,7,113,243815,0.0037326294634720336,0.0062210491057867225,5.079816719928451,2,110,0,1
I,3678,ITGA5,GO:0030155,biological_process,regulation of cell adhesion,,1,73,16,243846,0.005144762096219191,0.006227869905949547,5.078720913804414,4,9,1,0
C,836,CASP3,GO:0043276,biological_process,anoikis,,10,1398,619,241909,0.004086374893959502,0.006230046969479241,5.078371406968942,5,1,0,0
T,54106,TLR9,GO:0001775,biological_process,cell activation,,2,70,352,243512,0.005019357080419698,0.006230926030865833,5.078230316640277,2,14,1,0
G,3001,GZMA,GO:0019835,biological_process,cytolysis,,1,15,67,243853,0.004451009998785413,0.0062314139982995774,5.078152005916472,2,1,1,0
C,1021,CDK6,GO:0051301,biological_process,cell division,,5,640,402,242889,0.004846953026250024,0.006231796748035746,5.078090585188847,2,18,1,0
S,6772,STAT1,GO:0016311,biological_process,dephosphorylation,,5,453,564,242914,0.0047041402854062315,0.00623572084344547,5.077461094111652,5,8,0,0
C,6359,CCL15,GO:0006935,biological_process,chemotaxis,,1,4,304,243627,0.006236077108312652,0.006236077108312653,5.077403962835366,3,9,0,1
T,7070,THY1,GO:0050839,molecular_function,cell adhesion molecule binding,,1,126,5,243804,0.003119739113233685,0.00623947822646737,5.076858717650249,3,3,1,0
T,7706,TRIM25,GO:0016874,molecular_function,ligase activity,,1,12,87,243836,0.004679731978021749,0.006239642637362331,5.076832367894243,2,12,1,0
M,406932,MIR140,GO:0016049,biological_process,cell growth,,6,47,7311,236572,0.004993970176112812,0.006242462720141016,5.0763805077719475,2,6,0,0
A,55626,AMBRA1,GO:0010506,biological_process,regulation of autophagy,,1,11,105,243819,0.0052021550709519205,0.006242586085142304,5.076360745734456,6,7,1,0
B,637,BID,GO:0005829,cellular_component,cytosol,,3,115,705,243113,0.005073711743987368,0.006244568300292145,5.076043265049056,2,1,0,1
V,7422,VEGFA,GO:0048514,biological_process,blood vessel morphogenesis,,2,6409,2,237523,0.003999940570632724,0.0062480823512073205,5.07548068612071,4,5,1,0
S,6271,S100A1,GO:0005737,cellular_component,cytoplasm,,6,106,3269,240555,0.00416732747221312,0.00625099120831968,5.075015234477271,2,5,0,1
B,672,BRCA1,GO:0070531,cellular_component,BRCA1-A complex,,1,1116,0,242819,0.00457906991963051,0.006251425890278174,5.074945698809849,3,1,0,5
B,672,BRCA1,GO:0031436,cellular_component,BRCA1-BARD1 complex,,1,1116,0,242819,0.00457906991963051,0.006251425890278174,5.074945698809849,4,1,0,4
B,672,BRCA1,GO:0006301,biological_process,postreplication repair,,1,1116,0,242819,0.00457906991963051,0.006251425890278174,5.074945698809849,6,2,1,1
R,5906,RAP1A,GO:0003924,molecular_function,GTPase activity,,2,129,149,243656,0.0030757755301492966,0.006257612285476156,5.073956590676126,7,2,1,1
N,114548,NLRP3,GO:0006954,biological_process,inflammatory response,,2,57,384,243493,0.004025769493561923,0.006262308101096325,5.073206455580155,4,5,1,2
T,6899,TBX1,GO:0016310,biological_process,phosphorylation,,5,208,17077,226646,0.0044010646596252655,0.0062630535540821085,5.073087424608087,5,8,0,0
N,4696,NDUFA3,GO:0006119,biological_process,oxidative phosphorylation,,1,2,383,243550,0.004715139215400242,0.0062868522872003224,5.069294764815022,3,1,1,0
T,7124,TNF,GO:0051320,biological_process,S phase,,15,1839,878,241204,0.005217661783696582,0.006300572719935495,5.067114741790256,3,2,0,0
F,2243,FGA,GO:0030168,biological_process,platelet activation,,1,9,87,243839,0.00360171923642873,0.0063030086637502775,5.0667281939081965,3,1,1,0
A,4301,AFDN,GO:0005912,cellular_component,adherens junction,,1,12,82,243841,0.004414380735669828,0.006306258193814039,5.0662127745468,5,2,1,1
D,1628,DBP,GO:0007623,biological_process,circadian rhythm,,1,32,33,243870,0.004589624768891963,0.0063107340572264485,5.065503276829578,2,7,1,0
K,54474,KRT20,GO:0051179,biological_process,localization,,7,96,4930,238903,0.0050778651330132376,0.006313021516719161,5.065140871283249,1,10,0,0
R,5928,RBBP4,GO:0042393,molecular_function,histone binding,,1,75,10,243850,0.0034218647119817307,0.006317288699043195,5.064465166187571,3,5,1,1
R,6189,RPS3A,GO:0005840,cellular_component,ribosome,,1,5,146,243784,0.003610296589856884,0.006318019032249547,5.064349564221604,5,3,1,0
L,101926978,LINC01111,GO:0016310,biological_process,phosphorylation,,8,30,17074,226824,0.004219555887241181,0.006329333830861772,5.06256028835441,5,8,0,0
H,84376,HOOK3,GO:0005874,cellular_component,microtubule,,1,0,578,243357,0.0023735733954913896,0.006329529054643705,5.062529444544233,6,7,1,0
G,51573,GDE1,GO:0007049,biological_process,cell cycle,,5,27,8760,235144,0.005357733882506356,0.006331867315689329,5.0621600917487255,2,2,0,0
N,9611,NCOR1,GO:0005488,molecular_function,binding,,6,14,20512,223404,0.004871477573036024,0.006332920844946831,5.0619937203500776,1,52,0,0
M,407042,MIR34C,GO:0040007,biological_process,growth,,6,4,46126,197800,0.004757121159945038,0.00634282821326005,5.060430519582187,1,10,0,0
S,6423,SFRP2,GO:0040007,biological_process,growth,,3,56,46129,197748,0.004110486833606434,0.006352570561028125,5.058895735231782,1,10,1,0
S,9784,SNX17,GO:0006897,biological_process,endocytosis,,1,1,620,243314,0.005085028978840928,0.006356286223551159,5.058310999296538,3,8,1,0
V,7428,VHL,GO:0006412,biological_process,translation,,7,242,1981,241706,0.004666696385454345,0.006363676889255925,5.057148941439781,5,4,0,0
F,2521,FUS,GO:0001525,biological_process,angiogenesis,,5,29,7730,236172,0.0041365029232352515,0.006363850651131157,5.0571216365489144,3,5,0,0
S,8140,SLC7A5,GO:0001525,biological_process,angiogenesis,,7,60,7728,236141,0.005306215822646821,0.006367458987176185,5.056554792093135,3,5,0,0
A,10000,AKT3,GO:0007165,biological_process,signal transduction,,3,60,1385,242488,0.0056632039179738865,0.006371104407720622,5.055982448017756,2,41,0,1
F,2319,FLOT2,GO:0031982,cellular_component,vesicle,,1,5,172,243758,0.004247720548925041,0.006371580823387561,5.055907673249563,4,2,0,1
R,4919,ROR1,GO:0040007,biological_process,growth,,7,85,46125,197719,0.0046576749119925254,0.006373660405884508,5.0555813424288285,1,10,0,0
C,1500,CTNND1,GO:0023052,biological_process,signaling,,18,160,44318,199440,0.004556784471075114,0.00637949825950516,5.054665827428728,1,6,0,0
C,968,CD68,GO:0010467,biological_process,gene expression,,8,73,8019,235836,0.00522750264430786,0.006389169898598495,5.053150925353865,4,4,0,0
I,3383,ICAM1,GO:0042110,biological_process,T cell activation,,3,212,372,243349,0.004627348459132496,0.0063901478721353515,5.052997869681206,4,6,1,0
T,7039,TGFA,GO:0007165,biological_process,signal transduction,,18,1516,1370,241032,0.005218307177105811,0.006404286080993495,5.0507878126103565,2,41,0,0
N,91624,NEXN,GO:0048870,biological_process,cell motility,,1,0,1562,242373,0.00640741833861116,0.00640741833861116,5.050298844464123,2,12,1,0
G,2771,GNAI2,GO:0048870,biological_process,cell motility,,1,0,1562,242373,0.00640741833861116,0.00640741833861116,5.050298844464123,2,12,1,0
G,2796,GNRH1,GO:0000003,biological_process,reproduction,,1,84,15,243836,0.005560856783869413,0.0064163732121570154,5.048902241132582,1,5,1,1
N,4691,NCL,GO:1990904,cellular_component,ribonucleoprotein complex,,1,115,9,243811,0.004745269918599538,0.006420071066340551,5.048326091818083,2,22,1,2
R,4736,RPL10A,GO:0005840,cellular_component,ribosome,,1,3,146,243786,0.0024083051073749964,0.00642214695299999,5.048002800829814,5,3,1,0
M,442891,MIR135B,GO:0007049,biological_process,cell cycle,,6,39,8759,235132,0.005257436701183413,0.006425755968113061,5.047440994715594,2,2,0,0
H,100316868,HOTTIP,GO:0010467,biological_process,gene expression,,7,57,8020,235852,0.00502364390349196,0.006430264196469708,5.0467396534787685,4,4,0,0
M,407004,MIR22,GO:0048870,biological_process,cell motility,,3,54,1560,242319,0.005938957438777327,0.006433870558675437,5.046178968696022,2,12,1,0
R,6134,RPL10,GO:0005634,cellular_component,nucleus,,4,41,3580,240311,0.00429216160111475,0.0064382424016721255,5.045499695110053,5,11,0,1
T,7057,THBS1,GO:0005509,molecular_function,calcium ion binding,,1,184,4,243747,0.0037862619422782268,0.0064432878666839995,5.044716330841246,5,2,1,1
T,7057,THBS1,GO:0070062,cellular_component,extracellular exosome,,1,184,4,243747,0.0037862619422782268,0.0064432878666839995,5.044716330841246,6,1,0,4
P,23129,PLXND1,GO:0030334,biological_process,regulation of cell migration,,1,23,26,243886,0.0026531808324827427,0.006443439164600946,5.044692849639761,5,27,0,1
I,3476,IGBP1,GO:0040007,biological_process,growth,,5,71,46127,197733,0.004748838413941042,0.0064448521332057,5.044473585723736,1,10,0,0
